ward_id,household_count,income_range_in_thousands,avg_hh_size
454409,10,20-30,4
454601,2,0-10,7
454602,2,0-10,7
454603,2,0-10,9
454604,8,0-10,7
454605,5,10-20,9
454606,2,0-10,7
454607,5,0-10,5
454608,1,10-20,8
454701,8,0-10,5
454703,3,10-20,4
454704,5,10-20,4
454705,6,0-10,5
454706,5,10-20,7
454707,1,0-10,14
454708,4,10-20,5
454709,4,10-20,5
454801,1,10-20,5
454802,2,0-10,10
454803,3,0-10,6
454804,8,10-20,8
454805,1,50+,5
454806,18,10-20,8
454807,5,10-20,7
454808,3,0-10,6
454809,4,10-20,7
454901,17,10-20,4
454902,20,10-20,5
454903,15,10-20,5
454904,14,10-20,5
454905,16,10-20,5
454906,18,10-20,4
454907,16,10-20,4
454908,45,10-20,5
454909,31,10-20,4
455001,12,10-20,3
455002,18,20-30,3
455003,29,10-20,4
455004,29,20-30,3
455005,4,10-20,3
455006,35,20-30,4
455007,36,10-20,4
455008,21,10-20,4
455009,18,10-20,4
455101,1,0-10,7
455103,2,0-10,4
455104,6,0-10,5
455105,2,0-10,10
455107,2,0-10,7
455108,1,0-10,5
455109,5,0-10,5
455201,2,0-10,6
455202,12,10-20,5
455203,7,10-20,5
455204,8,10-20,4
455205,17,10-20,4
455206,23,10-20,5
455207,16,10-20,5
455208,20,0-10,5
455209,17,10-20,6
455302,7,10-20,5
455303,18,10-20,5
455304,1,10-20,6
455305,1,10-20,3
455306,7,10-20,6
455307,17,10-20,5
455308,2,10-20,5
455309,2,0-10,5
455401,1,10-20,4
455404,2,10-20,4
455405,1,10-20,6
455407,1,10-20,3
455409,6,10-20,4
455505,2,0-10,4
455507,2,0-10,5
455509,2,0-10,7
455801,2,0-10,4
455802,6,0-10,5
455803,3,20-30,7
455804,2,0-10,4
455805,1,0-10,13
455806,2,10-20,5
455807,2,10-20,4
455808,5,10-20,5
455809,6,0-10,3
455901,1,10-20,10
455903,2,0-10,8
455904,1,10-20,5
455905,2,0-10,8
455907,2,0-10,5
455908,1,0-10,5
455909,3,10-20,8
456001,2,0-10,5
456002,2,0-10,6
456005,2,0-10,5
456006,6,0-10,6
456007,4,0-10,6
456008,3,10-20,5
456009,4,0-10,3
460101,8,10-20,6
460102,2,0-10,6
460103,1,0-10,4
460104,2,0-10,5
460105,5,10-20,6
460106,9,10-20,6
460107,1,10-20,5
460108,6,10-20,8
460109,6,0-10,5
460201,6,0-10,6
460202,2,0-10,3
460203,10,0-10,5
460204,1,10-20,4
460205,7,0-10,5
460206,1,0-10,6
460207,1,0-10,10
460208,6,0-10,5
460209,11,0-10,6
460301,1,0-10,7
460302,7,0-10,5
460303,1,0-10,1
460304,3,0-10,5
460305,4,10-20,7
460306,1,0-10,9
460307,3,0-10,5
460308,3,10-20,7
460309,3,10-20,8
460401,1,50+,4
460402,4,10-20,8
460403,5,0-10,3
460404,11,0-10,3
460405,31,10-20,4
460406,14,0-10,4
460407,16,0-10,6
460408,10,10-20,5
460409,2,10-20,5
460501,20,0-10,5
460502,28,0-10,6
460503,14,0-10,5
460504,14,10-20,5
460505,9,10-20,7
460506,16,0-10,6
460507,7,0-10,5
460508,11,10-20,7
460509,8,0-10,10
460601,2,10-20,9
460603,1,0-10,3
460604,3,10-20,5
460605,3,0-10,7
460606,1,0-10,7
460608,2,0-10,6
460609,6,0-10,5
460801,4,0-10,6
460803,1,0-10,6
460804,3,0-10,5
460806,1,20-30,6
460807,3,10-20,11
460808,4,0-10,6
460809,2,0-10,5
460901,27,0-10,5
460902,21,0-10,5
460903,37,0-10,5
460904,11,10-20,5
460905,23,0-10,4
460906,29,0-10,4
460907,23,0-10,5
460908,20,0-10,5
460909,18,0-10,5
461001,1,0-10,6
461002,3,10-20,8
461003,16,10-20,6
461004,3,10-20,6
461005,4,10-20,5
461006,17,20-30,8
461007,8,20-30,6
461008,4,20-30,9
461009,24,10-20,7
461101,4,0-10,5
461102,2,0-10,8
461103,13,10-20,7
461104,23,10-20,5
461105,5,10-20,8
461106,20,0-10,6
461107,38,0-10,7
461108,28,0-10,7
461109,25,10-20,7
461202,3,10-20,5
461203,4,10-20,7
461204,5,0-10,4
461208,2,0-10,5
461301,7,20-30,5
461302,7,10-20,7
461304,6,10-20,5
461305,7,10-20,7
461306,18,10-20,5
461307,11,10-20,5
461308,6,10-20,5
461309,5,0-10,3
461401,2,0-10,7
461402,1,10-20,5
461403,10,10-20,5
461404,11,10-20,5
461405,5,10-20,8
461406,7,20-30,7
461408,5,10-20,5
461409,3,10-20,8
461501,3,0-10,3
461502,3,0-10,5
461503,5,0-10,5
461504,3,0-10,4
461505,14,0-10,6
461506,5,20-30,4
461507,2,10-20,7
461508,10,0-10,6
461509,3,0-10,5
461601,11,0-10,7
461602,26,0-10,5
461603,1,0-10,7
461604,3,10-20,8
461605,6,0-10,7
461606,9,0-10,5
461607,10,0-10,4
461608,5,0-10,5
461609,7,0-10,6
461701,15,20-30,6
461702,35,20-30,5
461703,17,10-20,6
461704,42,10-20,7
461705,74,0-10,6
461706,22,20-30,5
461707,23,10-20,5
461708,20,10-20,5
461709,33,20-30,7
461801,7,20-30,5
461802,5,20-30,6
461803,3,10-20,5
461804,3,10-20,6
461805,1,10-20,6
461806,5,10-20,7
461807,1,20-30,4
461808,6,10-20,5
461901,3,0-10,7
461902,2,0-10,5
461903,1,0-10,5
461904,1,10-20,5
461905,3,10-20,5
461906,3,0-10,3
461907,2,0-10,6
461908,2,10-20,6
461909,2,0-10,6
462001,1,0-10,6
462002,4,10-20,4
462004,1,0-10,5
462005,2,20-30,5
462008,1,20-30,12
462101,2,0-10,4
462102,2,0-10,8
462103,5,10-20,5
462107,3,10-20,6
462201,2,0-10,5
462202,7,0-10,5
462203,5,0-10,5
462204,1,10-20,4
462205,5,10-20,6
462206,16,0-10,5
462207,2,0-10,5
462208,5,0-10,7
462209,1,0-10,1
462303,1,0-10,2
462304,1,20-30,9
462306,1,30-50,5
462307,2,0-10,5
462308,3,0-10,6
462309,1,0-10,6
462402,2,0-10,3
462403,1,0-10,5
462404,2,0-10,7
462406,11,0-10,4
462409,1,0-10,6
462501,2,20-30,5
462503,1,0-10,2
462505,1,0-10,7
462507,2,0-10,5
462508,3,0-10,6
462601,8,0-10,6
462602,10,0-10,5
462603,3,0-10,5
462604,3,0-10,9
462605,2,0-10,4
462606,4,0-10,7
462607,3,0-10,6
462608,2,0-10,5
462701,8,0-10,5
462702,11,0-10,6
462703,19,0-10,5
462704,17,0-10,6
462705,14,10-20,6
462706,5,0-10,7
462707,3,0-10,10
462708,4,0-10,6
462709,4,0-10,7
462801,34,0-10,4
462802,18,10-20,4
462803,31,10-20,6
462804,15,10-20,4
462805,19,10-20,6
462806,4,0-10,6
462807,11,10-20,7
462808,23,0-10,7
462809,52,10-20,6
462901,4,0-10,3
462902,4,0-10,9
462903,2,0-10,8
462904,2,0-10,9
462905,2,0-10,8
462906,6,0-10,5
462907,10,0-10,5
462908,4,0-10,6
462909,6,0-10,6
463001,11,0-10,6
463002,11,10-20,4
463003,7,0-10,4
463004,6,30-50,5
463005,8,0-10,4
463006,10,0-10,5
463007,2,0-10,3
463008,4,10-20,6
463009,17,10-20,5
463103,2,0-10,4
463104,5,0-10,3
463105,9,10-20,5
463106,7,0-10,5
463107,8,10-20,7
463109,1,10-20,4
463201,4,10-20,4
463203,1,10-20,5
463205,1,20-30,7
463208,4,0-10,7
463209,4,0-10,7
463401,56,10-20,6
463402,42,10-20,7
463403,48,10-20,6
463404,30,10-20,6
463405,18,10-20,7
463406,19,10-20,5
463407,40,10-20,5
463408,25,0-10,5
463409,27,10-20,7
463502,4,20-30,4
463503,4,20-30,4
463504,4,10-20,4
463505,5,0-10,4
463506,6,10-20,5
463507,4,0-10,5
463508,1,10-20,7
463601,1,0-10,6
463602,11,0-10,5
463604,4,0-10,4
463605,3,0-10,4
463606,13,0-10,4
463607,2,0-10,7
463608,1,0-10,8
463609,3,0-10,7
463701,1,20-30,6
463702,15,0-10,6
463703,14,10-20,6
463704,6,0-10,6
463705,13,10-20,5
463706,15,10-20,7
463707,10,0-10,5
463708,4,0-10,8
463709,14,20-30,6
463801,69,0-10,6
463802,23,0-10,5
463803,30,0-10,5
463804,44,0-10,5
463805,11,0-10,6
463806,5,10-20,7
463807,21,10-20,5
463808,29,10-20,6
463809,11,0-10,5
463901,9,0-10,5
463902,18,0-10,6
463903,14,0-10,6
463904,12,0-10,6
463906,3,20-30,8
463907,5,30-50,6
463908,2,0-10,4
464001,4,10-20,5
464002,8,0-10,6
464003,3,0-10,3
464004,11,0-10,5
464005,8,0-10,4
464006,8,0-10,4
464007,7,10-20,6
464008,7,0-10,7
464009,3,10-20,4
464101,6,0-10,6
464102,4,0-10,3
464103,2,0-10,9
464104,9,0-10,8
464105,3,0-10,5
464106,2,0-10,3
464107,13,0-10,5
464108,3,0-10,7
464109,7,0-10,6
464201,23,0-10,4
464202,6,0-10,4
464203,11,0-10,5
464204,13,10-20,6
464205,7,10-20,5
464206,3,10-20,4
464207,1,10-20,6
464208,2,10-20,8
464209,11,10-20,6
464303,1,0-10,11
464304,3,10-20,6
464305,1,0-10,3
464306,4,50+,6
464307,1,20-30,4
464308,5,10-20,3
464309,6,10-20,5
464401,11,10-20,5
464402,5,10-20,5
464403,7,10-20,7
464404,10,10-20,5
464405,6,10-20,6
464406,4,0-10,5
464407,10,10-20,6
464408,18,10-20,6
464409,6,10-20,7
464501,1,10-20,10
464503,1,0-10,5
464508,2,20-30,7
464601,7,0-10,5
464602,22,10-20,5
464603,6,10-20,4
464604,19,0-10,4
464605,16,10-20,5
464606,1,0-10,5
464607,4,20-30,7
464608,5,0-10,4
464609,4,0-10,4
464702,1,0-10,2
464703,1,20-30,7
464704,1,10-20,5
464706,2,10-20,7
464707,3,0-10,5
464708,1,20-30,4
464801,6,0-10,5
464802,4,0-10,8
464803,5,0-10,6
464804,9,0-10,6
464805,5,0-10,4
464806,1,0-10,4
464807,6,0-10,6
464808,6,0-10,5
464809,11,0-10,9
464901,10,0-10,6
464902,1,20-30,10
464903,16,0-10,6
464904,7,0-10,5
464905,9,0-10,5
464906,20,0-10,5
464907,19,0-10,6
464908,19,0-10,6
464909,11,0-10,5
465001,15,10-20,4
465002,38,10-20,4
465003,36,10-20,5
465004,24,10-20,5
465005,48,20-30,5
465006,33,10-20,5
465007,20,10-20,5
465008,14,10-20,6
465009,24,10-20,5
465101,9,0-10,5
465102,9,0-10,7
465103,11,0-10,6
465104,5,0-10,8
465105,7,0-10,4
465106,5,0-10,5
465108,1,10-20,6
465109,3,20-30,7
465201,3,10-20,4
465202,5,20-30,4
465203,15,10-20,5
465204,1,20-30,5
465205,7,20-30,5
465206,2,20-30,5
465207,19,10-20,5
465208,13,20-30,5
465209,7,20-30,5
465301,93,20-30,5
465302,123,20-30,5
465303,113,0-10,6
465304,69,0-10,6
465305,50,0-10,6
465306,18,20-30,6
465307,14,20-30,6
465308,42,0-10,7
465309,27,0-10,6
465401,1,0-10,4
465402,2,10-20,6
465403,4,0-10,7
465404,8,0-10,4
465405,9,0-10,6
465406,4,0-10,6
465407,2,0-10,5
465408,2,0-10,7
465409,3,0-10,6
465501,6,0-10,4
465502,6,0-10,3
465503,13,0-10,4
465504,24,0-10,4
465505,29,0-10,4
465506,11,0-10,4
465507,8,0-10,4
465508,21,10-20,5
465509,17,0-10,5
465601,13,0-10,6
465602,2,0-10,8
465603,14,0-10,6
465604,1,30-50,10
465605,8,0-10,6
465606,8,0-10,6
465607,4,0-10,3
465608,19,0-10,5
465609,15,0-10,5
465701,5,10-20,6
465702,4,10-20,6
465704,1,0-10,2
465706,1,0-10,3
465708,6,0-10,4
465709,2,10-20,8
465801,11,10-20,4
465803,1,10-20,2
465804,2,0-10,5
465805,3,10-20,5
465806,3,0-10,7
465807,1,0-10,10
465808,3,0-10,3
465901,26,10-20,6
465902,28,0-10,6
465903,9,0-10,5
465904,14,10-20,6
465905,13,0-10,6
465906,6,0-10,5
465907,8,0-10,4
465908,31,10-20,6
465909,23,0-10,5
466001,2,0-10,5
466002,4,10-20,5
466003,2,10-20,6
466004,1,10-20,6
466005,1,10-20,5
466006,1,10-20,3
466008,1,10-20,5
466101,3,0-10,8
466102,3,0-10,4
466103,4,0-10,7
466104,10,10-20,5
466105,4,10-20,5
466106,2,0-10,5
466108,2,10-20,6
466109,2,0-10,3
466201,4,10-20,7
466202,3,0-10,4
466203,1,0-10,7
466205,1,0-10,2
466207,1,0-10,6
466208,2,0-10,7
466209,1,0-10,4
466301,3,0-10,3
466303,3,0-10,7
466304,2,0-10,4
466305,2,10-20,6
466306,4,0-10,5
466307,3,10-20,4
466308,2,0-10,3
466309,2,10-20,5
466401,5,0-10,6
466402,1,0-10,1
466403,5,0-10,4
466404,2,10-20,5
466405,1,50+,8
466406,3,20-30,8
466407,9,0-10,6
466408,2,0-10,7
466409,6,10-20,7
466501,46,10-20,5
466502,42,0-10,5
466503,53,0-10,4
466504,36,0-10,4
466505,42,0-10,4
466506,86,10-20,5
466507,64,0-10,5
466508,46,0-10,4
466509,43,10-20,6
466601,5,10-20,8
466602,7,10-20,5
466603,3,10-20,6
466604,6,10-20,4
466605,1,0-10,9
466606,2,0-10,4
466608,3,10-20,7
466609,10,10-20,5
466701,73,0-10,4
466702,37,0-10,6
466703,20,0-10,5
466704,32,0-10,5
466705,54,0-10,5
466706,36,0-10,5
466707,47,0-10,5
466708,30,0-10,4
466709,23,0-10,4
466801,3,0-10,6
466802,6,0-10,8
466803,2,0-10,8
466804,5,0-10,6
466805,4,0-10,6
466807,10,10-20,6
466808,11,0-10,6
466809,31,0-10,5
466901,3,0-10,3
466902,3,0-10,4
466903,2,0-10,4
466904,3,0-10,4
466905,2,0-10,7
466906,6,0-10,5
466907,2,0-10,6
466908,1,0-10,10
466909,4,0-10,7
467001,5,10-20,6
467002,4,20-30,3
467003,8,10-20,5
467004,20,10-20,5
467005,9,10-20,5
467006,13,10-20,5
467007,10,10-20,5
467008,9,0-10,5
467009,13,10-20,5
467101,25,0-10,7
467102,1,10-20,3
467103,1,0-10,5
467104,3,0-10,9
467105,6,0-10,6
467106,14,0-10,6
467107,36,0-10,6
467108,8,0-10,7
467109,8,0-10,6
467301,3,10-20,6
467302,3,10-20,5
467303,7,10-20,5
467304,8,10-20,6
467305,1,10-20,3
467306,2,10-20,8
467307,3,10-20,5
467308,4,10-20,5
467309,6,0-10,5
467401,2,0-10,5
467402,1,10-20,5
467403,46,10-20,7
467404,51,10-20,5
467405,62,0-10,6
467406,40,0-10,5
467407,9,10-20,5
467408,8,10-20,5
467409,4,10-20,5
467410,12,10-20,7
467411,21,10-20,6
467412,15,10-20,7
467413,9,10-20,7
467414,4,0-10,7
467415,4,10-20,6
467501,2,0-10,4
467502,1,0-10,1
467503,11,10-20,4
467504,3,50+,5
467505,4,30-50,6
467506,16,10-20,6
467507,7,0-10,4
467508,2,10-20,6
467509,11,0-10,5
467601,56,10-20,6
467602,14,0-10,8
467603,16,10-20,6
467604,26,0-10,7
467605,32,10-20,6
467606,16,10-20,6
467607,12,10-20,7
467608,14,0-10,6
467609,7,0-10,6
467701,2,0-10,5
467702,8,0-10,4
467703,2,0-10,5
467704,1,0-10,8
467705,6,0-10,5
467707,7,0-10,4
467708,15,0-10,5
467709,11,0-10,4
467801,2,0-10,5
467802,3,0-10,6
467803,2,0-10,7
467804,5,0-10,9
467805,6,0-10,7
467806,4,0-10,6
467807,6,0-10,10
467808,5,0-10,8
467809,2,10-20,12
467901,35,10-20,5
467902,52,20-30,5
467903,65,10-20,5
467904,17,10-20,5
467905,21,10-20,5
467906,34,10-20,5
467907,21,10-20,5
467908,6,0-10,4
467909,44,0-10,6
470101,3,0-10,7
470102,6,20-30,7
470103,2,0-10,5
470104,2,30-50,5
470107,2,20-30,6
470109,12,50+,10
470201,59,20-30,5
470202,66,20-30,6
470203,111,0-10,6
470204,39,10-20,7
470205,35,0-10,7
470206,63,0-10,7
470207,19,10-20,7
470208,77,0-10,7
470209,33,0-10,5
470303,19,0-10,7
470305,8,0-10,7
470306,8,0-10,6
470307,2,10-20,7
470401,1,10-20,5
470402,3,10-20,4
470404,2,10-20,6
470405,6,10-20,6
470406,1,50+,15
470407,2,0-10,7
470408,5,0-10,6
470501,4,10-20,4
470502,13,10-20,5
470503,21,10-20,5
470504,8,0-10,6
470505,7,50+,4
470506,5,0-10,4
470507,8,20-30,5
470508,11,10-20,7
470509,17,20-30,5
470601,5,20-30,5
470602,3,0-10,4
470603,7,0-10,5
470604,4,20-30,6
470606,2,30-50,5
470607,4,10-20,5
470608,7,10-20,6
470609,12,50+,5
470701,43,10-20,7
470702,24,10-20,6
470703,19,10-20,6
470704,24,10-20,7
470705,18,10-20,6
470706,21,10-20,5
470707,19,10-20,6
470708,22,10-20,5
470709,21,10-20,6
470801,28,20-30,6
470802,34,10-20,6
470803,13,0-10,5
470804,16,10-20,6
470805,32,10-20,7
470806,26,10-20,6
470807,17,10-20,6
470808,3,10-20,7
470809,39,20-30,6
470901,4,20-30,9
470902,6,0-10,4
470903,21,0-10,6
470904,17,10-20,6
470905,4,0-10,5
470906,7,10-20,6
470907,12,30-50,7
470908,5,0-10,7
470909,19,0-10,5
471001,13,20-30,7
471002,10,10-20,6
471003,1,0-10,3
471004,2,10-20,7
471005,2,10-20,5
471006,2,0-10,5
471007,1,30-50,10
471008,4,0-10,5
471009,15,20-30,7
471101,12,0-10,5
471102,1,10-20,5
471103,16,10-20,7
471104,3,10-20,7
471105,2,20-30,6
471106,3,10-20,7
471107,1,20-30,9
471109,1,20-30,18
471201,11,10-20,3
471202,29,0-10,4
471203,8,0-10,6
471204,13,0-10,3
471205,15,0-10,4
471206,13,10-20,5
471207,11,10-20,4
471208,5,0-10,5
471209,18,0-10,6
471301,13,10-20,6
471302,22,10-20,6
471303,5,0-10,5
471304,4,20-30,5
471305,15,10-20,5
471306,6,10-20,8
471307,6,10-20,5
471308,10,0-10,5
471309,6,10-20,7
471401,39,10-20,4
471402,50,10-20,6
471403,51,10-20,6
471404,27,10-20,6
471405,58,10-20,5
471406,19,10-20,5
471407,82,0-10,6
471408,15,10-20,6
471409,41,0-10,5
471501,15,0-10,5
471502,6,0-10,5
471503,4,0-10,5
471504,9,0-10,3
471505,2,0-10,5
471506,13,0-10,5
471507,10,0-10,4
471508,4,10-20,5
471509,25,0-10,4
471701,43,10-20,6
471702,2,0-10,7
471703,2,0-10,6
471704,2,0-10,5
471705,4,10-20,5
471706,1,0-10,6
471707,2,0-10,1
471708,39,10-20,5
471709,29,10-20,5
471801,41,10-20,3
471802,26,10-20,3
471803,56,0-10,5
471804,39,10-20,5
471805,48,0-10,5
471806,31,10-20,4
471807,37,0-10,5
471808,45,10-20,5
471809,27,10-20,5
471901,14,10-20,5
471902,5,0-10,4
471903,8,20-30,6
471904,3,0-10,2
471905,13,10-20,5
471906,14,10-20,6
471907,10,10-20,5
471908,5,10-20,4
471909,12,10-20,5
472001,9,0-10,4
472002,16,0-10,5
472003,7,0-10,4
472004,1,0-10,4
472005,43,0-10,4
472006,28,0-10,4
472007,22,0-10,4
472009,20,0-10,4
472101,12,10-20,7
472102,13,10-20,5
472103,1,0-10,9
472104,8,0-10,8
472106,9,10-20,7
472107,27,10-20,5
472108,21,10-20,6
472109,22,10-20,6
472201,25,0-10,5
472202,14,10-20,4
472203,12,0-10,6
472204,25,10-20,6
472205,3,0-10,4
472206,11,0-10,6
472207,5,0-10,4
472208,25,10-20,8
472209,12,0-10,5
472401,9,50+,11
472402,2,10-20,6
472403,3,50+,12
472405,8,30-50,9
472406,13,20-30,7
472407,3,20-30,11
472408,14,20-30,6
472409,6,30-50,6
472601,6,10-20,5
472602,7,20-30,8
472603,37,10-20,7
472604,38,10-20,7
472605,8,10-20,7
472606,8,10-20,7
472607,14,10-20,5
472608,3,10-20,8
472609,9,20-30,9
472701,10,10-20,3
472702,19,10-20,5
472703,9,10-20,4
472704,8,10-20,5
472705,7,10-20,4
472706,4,10-20,5
472707,12,10-20,5
472708,29,10-20,6
472709,79,10-20,5
472801,1,10-20,6
472802,19,0-10,5
472803,24,10-20,6
472804,3,0-10,7
472805,12,0-10,5
472806,17,10-20,4
472808,7,10-20,6
472809,3,0-10,5
472901,13,0-10,6
472902,15,0-10,6
472903,20,0-10,5
472904,56,0-10,6
472905,19,0-10,6
472906,7,0-10,7
472907,4,0-10,4
472908,3,0-10,7
472909,10,0-10,4
473001,22,0-10,6
473002,36,0-10,6
473003,3,0-10,9
473004,13,0-10,8
473005,29,0-10,6
473006,10,0-10,5
473007,32,0-10,6
473008,17,10-20,7
473009,45,0-10,5
473101,12,0-10,6
473102,47,0-10,5
473103,35,0-10,5
473104,21,0-10,8
473105,28,0-10,5
473106,41,0-10,6
473107,36,0-10,6
473108,18,0-10,5
473109,54,0-10,6
473201,15,30-50,10
473202,8,20-30,8
473203,2,50+,12
473204,12,20-30,6
473205,15,50+,9
473206,23,20-30,7
473207,10,20-30,8
473208,17,20-30,9
473209,9,20-30,7
473301,17,10-20,5
473302,21,10-20,6
473303,20,10-20,5
473304,34,10-20,6
473305,2,20-30,7
473306,2,0-10,6
473307,6,0-10,7
473308,17,10-20,6
473309,12,20-30,6
473401,57,10-20,6
473402,20,10-20,3
473403,24,10-20,3
473404,6,10-20,4
473405,41,10-20,7
473406,10,10-20,3
473407,71,10-20,4
473408,24,10-20,3
473409,5,10-20,2
473501,7,10-20,5
473502,15,10-20,4
473503,3,0-10,8
473504,5,0-10,5
473505,8,10-20,5
473506,4,10-20,7
473507,8,10-20,7
473509,1,10-20,6
473601,7,0-10,6
473602,4,0-10,7
473603,18,0-10,6
473604,5,0-10,6
473605,41,10-20,6
473606,6,10-20,4
473607,11,20-30,4
473608,3,10-20,14
473609,8,20-30,6
473801,28,10-20,5
473802,5,10-20,5
473803,7,0-10,4
473804,30,0-10,4
473805,45,10-20,4
473806,11,0-10,4
473807,12,0-10,4
473808,26,0-10,5
473809,12,10-20,4
473901,8,0-10,6
473902,7,0-10,4
473903,21,10-20,6
473904,8,0-10,5
473905,26,0-10,5
473906,29,10-20,6
473907,15,0-10,5
473908,17,10-20,6
473909,12,20-30,5
474001,43,10-20,3
474002,54,0-10,5
474003,56,0-10,4
474004,13,0-10,6
474005,20,0-10,4
474006,24,0-10,4
474007,18,0-10,4
474008,44,0-10,4
474009,45,0-10,5
474101,35,10-20,4
474102,21,10-20,4
474103,21,10-20,4
474104,17,10-20,4
474105,20,10-20,5
474106,41,10-20,4
474107,28,10-20,4
474108,22,10-20,5
474109,29,10-20,4
474201,11,0-10,5
474202,3,0-10,6
474203,5,0-10,9
474204,35,0-10,7
474205,19,0-10,6
474206,35,0-10,6
474207,65,0-10,5
474208,5,0-10,5
474209,1,10-20,13
474301,12,0-10,3
474302,34,10-20,3
474303,34,10-20,4
474304,16,0-10,3
474305,27,0-10,4
474306,32,10-20,4
474307,29,10-20,4
474308,26,10-20,3
474309,20,10-20,4
474401,54,0-10,5
474402,60,0-10,4
474403,66,0-10,5
474404,87,0-10,5
474405,74,0-10,5
474406,99,0-10,5
474407,24,10-20,6
474408,64,10-20,6
474409,60,0-10,5
474501,12,10-20,6
474502,20,10-20,6
474504,5,10-20,6
474505,53,10-20,6
474506,27,10-20,5
474507,64,10-20,5
474508,49,10-20,5
474509,1,0-10,5
474601,5,50+,8
474602,3,20-30,4
474603,9,50+,8
474605,3,10-20,10
474606,7,50+,8
474607,8,50+,7
474608,6,20-30,5
474609,19,30-50,8
474701,3,0-10,5
474702,5,0-10,3
474703,2,0-10,6
474706,2,0-10,4
474707,9,0-10,4
474709,4,0-10,4
474801,5,20-30,6
474802,8,10-20,4
474803,3,10-20,4
474804,4,10-20,6
474805,5,0-10,6
474806,1,10-20,1
474807,2,0-10,3
474808,1,20-30,1
474809,1,20-30,4
474901,4,0-10,5
474902,3,10-20,5
474903,10,0-10,6
474904,11,0-10,5
474905,21,0-10,5
474906,11,0-10,4
474907,11,0-10,4
474908,18,0-10,4
474909,22,0-10,4
475001,48,10-20,5
475002,38,10-20,5
475003,50,10-20,5
475004,51,10-20,6
475005,42,10-20,6
475006,75,10-20,6
475007,50,20-30,6
475008,23,10-20,6
475009,37,10-20,5
475101,45,10-20,4
475102,32,20-30,3
475103,27,10-20,3
475104,40,10-20,4
475105,27,10-20,4
475106,13,10-20,4
475107,15,10-20,5
475108,24,10-20,4
475109,17,10-20,3
475201,9,10-20,8
475202,14,0-10,6
475203,1,0-10,5
475204,12,0-10,6
475205,13,0-10,10
475206,43,0-10,7
475207,3,0-10,7
475208,7,0-10,7
475209,4,10-20,10
475301,49,0-10,5
475302,50,0-10,6
475303,34,10-20,6
475304,50,10-20,5
475305,34,10-20,5
475306,22,10-20,5
475307,8,10-20,4
475308,31,10-20,5
475309,15,0-10,6
475310,28,10-20,5
475311,14,10-20,5
475312,16,10-20,6
475313,20,10-20,5
475314,68,0-10,6
475315,39,10-20,7
475401,8,0-10,5
475402,7,10-20,6
475403,15,20-30,5
475404,13,0-10,5
475405,11,10-20,6
475406,23,0-10,6
475407,54,10-20,7
475408,15,10-20,5
475409,15,10-20,7
475501,5,20-30,6
475502,22,20-30,4
475503,29,10-20,4
475504,16,10-20,5
475505,7,10-20,4
475506,11,10-20,5
475507,15,20-30,6
475508,6,20-30,5
475509,11,20-30,7
475601,15,0-10,7
475602,45,0-10,7
475603,16,20-30,9
475604,18,0-10,8
475605,29,10-20,7
475606,27,10-20,7
475607,25,0-10,7
475608,23,0-10,7
475609,67,0-10,7
475701,13,10-20,6
475702,7,10-20,8
475703,2,10-20,8
475704,4,0-10,5
475705,4,10-20,6
475706,5,10-20,7
475707,6,20-30,7
475708,1,10-20,8
475709,1,10-20,2
475801,9,10-20,6
475802,25,10-20,6
475803,4,10-20,5
475804,2,10-20,8
475805,6,10-20,8
475806,1,0-10,7
475807,3,0-10,4
475808,7,0-10,9
475809,8,0-10,8
475901,11,0-10,6
475902,19,10-20,7
475903,2,10-20,6
475904,24,10-20,6
475906,5,20-30,5
475907,16,10-20,6
475908,10,10-20,5
475909,3,0-10,3
476001,1,10-20,7
476003,4,10-20,6
476004,1,20-30,2
476005,2,0-10,6
476006,6,20-30,5
476007,8,20-30,5
476008,2,10-20,6
476009,4,20-30,5
476101,8,10-20,6
476102,8,10-20,3
476103,15,10-20,4
476104,7,0-10,4
476105,13,10-20,5
476106,11,10-20,6
476107,6,10-20,6
476108,10,10-20,5
476109,14,10-20,4
476201,3,50+,5
476202,2,50+,3
476203,8,10-20,5
476204,1,30-50,5
476205,2,50+,5
476206,3,50+,8
476208,3,0-10,4
476209,38,10-20,5
476210,7,10-20,5
476211,39,10-20,6
476212,52,0-10,5
476213,37,10-20,6
476214,29,10-20,6
476301,32,10-20,6
476302,21,10-20,6
476303,60,10-20,6
476304,54,10-20,5
476305,26,10-20,6
476306,27,10-20,6
476307,36,10-20,5
476308,47,10-20,6
